日期,交通拥堵指数
2019-01-27,1.45
2019-01-28,1.63
2019-01-29,1.62
2019-01-30,1.58
2019-01-31,1.59
2019-02-01,1.53
2019-02-02,1.43
2019-02-03,1.28
2019-02-04,1.18
2019-02-05,1.15
2019-02-06,1.16
2019-02-07,1.2
2019-02-08,1.22
2019-02-09,1.24
2019-02-10,1.27
2019-02-11,1.4
2019-02-12,1.44
2019-02-13,1.43
2019-02-14,1.54
2019-02-15,1.5
2019-02-16,1.35
2019-02-17,1.34
2019-02-18,1.52
2019-02-19,1.4
2019-02-20,1.68
2019-02-21,1.63
2019-02-22,1.83
2019-02-23,1.47
2019-02-24,1.62
2019-02-25,1.87
2019-02-26,1.69
2019-02-27,1.65
2019-02-28,1.62
2019-03-01,1.82
2019-03-02,1.47
2019-03-03,1.51
2019-03-04,1.81
2019-03-05,1.66
2019-03-06,1.68
2019-03-07,1.77
2019-03-08,1.87
2019-03-09,1.47
2019-03-10,1.49
2019-03-11,1.7
2019-03-12,1.67
2019-03-13,1.63
2019-03-14,1.64
2019-03-15,1.84
2019-03-16,1.53
2019-03-17,1.49
2019-03-18,1.7
2019-03-19,1.63
2019-03-20,1.68
2019-03-21,1.66
2019-03-22,1.81
2019-03-23,1.5
2019-03-24,1.51
2019-03-25,1.8
2019-03-26,1.79
2019-03-27,1.67
2019-03-28,1.62
2019-03-29,1.75
2019-03-30,1.46
2019-03-31,1.45
2019-04-01,1.8
2019-04-02,1.66
2019-04-03,1.61
2019-04-04,1.87
2019-04-05,1.31
2019-04-06,1.32
2019-04-07,1.42
2019-04-08,1.69
2019-04-09,1.62
2019-04-10,1.64
2019-04-11,1.63
2019-04-12,1.84
2019-04-13,1.52
2019-04-14,1.42
2019-04-15,1.65
2019-04-16,1.61
2019-04-17,1.69
2019-04-18,1.58
2019-04-19,1.79
2019-04-20,1.55
2019-04-21,1.45
2019-04-22,1.68
2019-04-23,1.7
2019-04-24,1.64
2019-04-25,1.63
2019-04-26,1.76
2019-04-27,1.45
2019-04-28,1.64
2019-04-29,1.72
2019-04-30,1.87
2019-05-01,1.36
2019-05-02,1.35
2019-05-03,1.37
2019-05-04,1.42
2019-05-05,1.63
2019-05-06,1.69
2019-05-07,1.63
2019-05-08,1.6
2019-05-09,1.61
2019-05-10,1.73
2019-05-11,1.47
2019-05-12,1.49
2019-05-13,1.77
2019-05-14,1.84
2019-05-15,1.67
2019-05-16,1.63
2019-05-17,1.77
2019-05-18,1.44
2019-05-19,1.42
2019-05-20,1.72
2019-05-21,1.82
2019-05-22,1.66
2019-05-23,1.6
2019-05-24,1.76
2019-05-25,1.58
2019-05-26,1.5
2019-05-27,1.78
2019-05-28,2.14
2019-05-29,1.81
2019-05-30,1.6
2019-05-31,1.73
2019-06-01,1.57
2019-06-02,1.41
2019-06-03,1.67
2019-06-04,1.63
2019-06-05,1.7
2019-06-06,2.05
2019-06-07,1.38
2019-06-08,1.33
2019-06-09,1.43
2019-06-10,1.68
2019-06-11,1.61
2019-06-12,1.62
2019-06-13,1.59
2019-06-14,1.71
2019-06-15,1.47
2019-06-16,1.47
2019-06-17,1.64
2019-06-18,1.67
2019-06-19,1.61
2019-06-20,1.61
2019-06-21,1.77
2019-06-22,1.37
2019-06-23,1.4
2019-06-24,1.69
2019-06-25,1.64
2019-06-26,1.64
2019-06-27,1.62
2019-06-28,1.59
2019-06-29,1.35
2019-06-30,1.37
2019-07-01,1.92
2019-07-02,1.67
2019-07-03,1.62
2019-07-04,1.64
2019-07-05,1.8
2019-07-06,1.44
2019-07-07,1.42
2019-07-08,1.56
2019-07-09,1.61
2019-07-10,1.5
2019-07-11,1.68
2019-07-12,1.52
2019-07-13,1.41
2019-07-14,1.38
2019-07-15,1.63
2019-07-16,1.6
2019-07-17,1.61
2019-07-18,1.58
2019-07-19,1.64
2019-07-20,1.41
2019-07-21,1.38
2019-07-22,1.74
2019-07-23,1.58
2019-07-24,1.59
2019-07-25,1.59
2019-07-26,1.63
2019-07-27,1.41
2019-07-28,1.39
2019-07-29,1.64
2019-07-30,1.58
2019-07-31,1.55
2019-08-01,1.82
2019-08-02,1.6
2019-08-03,1.51
2019-08-04,1.38
2019-08-05,1.61
2019-08-06,1.62
2019-08-07,1.63
2019-08-08,1.55
2019-08-09,1.59
2019-08-10,1.4
2019-08-11,1.43
2019-08-12,1.61
2019-08-13,1.58
2019-08-14,1.54
2019-08-15,1.5
2019-08-16,1.71
2019-08-17,1.47
2019-08-18,1.41
2019-08-19,1.63
2019-08-20,1.61
